2,113.936392,22.547148,18.1,.0,6.0,2015:01:16:10:51:44,0,1000
2,113.936564,22.547153,16.1,88.3,6.0,2015:01:16:10:51:44,0,2000
2,113.936736,22.547158,16.4,88.3,6.0,2015:01:16:10:51:44,0,3000
2,113.936965,22.547165,22.8,88.3,6.0,2015:01:16:10:51:44,0,4000
2,113.937128,22.547328,23.9,45.0,6.0,2015:01:16:10:51:44,0,5000
2,113.937124,22.547515,18.1,358.8,6.0,2015:01:16:10:51:44,0,6000
2,113.937121,22.547676,15.6,358.8,6.0,2015:01:16:10:51:44,0,7000
2,113.937117,22.547863,20.3,358.8,6.0,2015:01:16:10:51:44,0,8000
2,113.937113,22.548050,18.1,358.8,6.0,2015:01:16:10:51:44,0,9000
2,113.937109,22.548231,16.7,358.4,6.0,2015:01:16:10:51:44,0,10000
2,113.937103,22.548378,16.1,357.9,6.0,2015:01:16:10:51:44,0,11000
2,113.937103,22.548533,16.1,359.8,6.0,2015:01:16:10:51:44,0,12000
2,113.937104,22.548693,15.3,.7,6.0,2015:01:16:10:51:44,0,13000
2,113.937106,22.548852,17.2,.7,6.0,2015:01:16:10:51:44,0,14000
2,113.937108,22.549012,17.2,.7,6.0,2015:01:16:10:51:44,0,15000
2,113.937110,22.549197,19.4,.7,6.0,2015:01:16:10:51:44,0,16000
2,113.937111,22.549365,18.6,.4,7.0,2015:01:16:10:51:44,0,17000
2,113.936927,22.549376,15.6,273.4,7.0,2015:01:16:10:51:44,0,18000
2,113.936756,22.549375,16.4,269.6,7.0,2015:01:16:10:51:44,0,19000
2,113.936556,22.549374,17.8,269.6,7.0,2015:01:16:10:51:44,0,20000
2,113.936356,22.549373,19.7,269.6,7.0,2015:01:16:10:51:44,0,21000
2,113.936185,22.549371,17.8,269.6,7.0,2015:01:16:10:51:44,0,22000
2,113.936042,22.549371,11.4,269.6,7.0,2015:01:16:10:51:44,0,23000
2,113.935871,22.549369,17.8,269.6,7.0,2015:01:16:10:51:44,0,24000
2,113.935670,22.549367,19.4,269.3,7.0,2015:01:16:10:51:44,0,25000
2,113.935497,22.549364,17.2,269.2,7.0,2015:01:16:10:51:44,0,26000
2,113.935266,22.549361,23.6,269.2,7.0,2015:01:16:10:51:44,0,27000
2,113.935064,22.549359,19.7,269.2,7.0,2015:01:16:10:51:44,0,28000
2,113.934891,22.549356,16.7,269.2,7.0,2015:01:16:10:51:44,0,29000
2,113.934719,22.549354,16.7,269.2,7.0,2015:01:16:10:51:44,0,30000
2,113.934546,22.549351,16.7,269.2,7.0,2015:01:16:10:51:44,0,31000
2,113.934344,22.549349,19.2,269.2,7.0,2015:01:16:10:51:44,0,32000
2,113.934142,22.549346,18.3,269.2,7.0,2015:01:16:10:51:44,0,33000
2,113.933998,22.549344,13.9,269.2,7.0,2015:01:16:10:51:44,0,34000
2,113.933883,22.549342,11.1,269.2,7.0,2015:01:16:10:51:44,0,35000
2,113.933754,22.549332,9.7,265.4,7.0,2015:01:16:10:51:44,0,36000
2,113.933638,22.549331,9.7,269.4,7.0,2015:01:16:10:51:44,0,37000
2,113.933492,22.549329,13.9,269.4,7.0,2015:01:16:10:51:44,0,38000
2,113.933346,22.549328,13.6,269.4,7.0,2015:01:16:10:51:44,0,39000
2,113.933200,22.549327,15.0,269.4,7.0,2015:01:16:10:51:44,0,40000
2,113.933026,22.549325,15.0,269.4,7.0,2015:01:16:10:51:44,0,41000
2,113.932851,22.549323,17.8,269.4,7.0,2015:01:16:10:51:44,0,42000
2,113.932647,22.549321,18.9,269.4,7.0,2015:01:16:10:51:44,0,43000
2,113.932472,22.549319,17.2,269.4,7.0,2015:01:16:10:51:44,0,44000
2,113.932239,22.549317,20.0,269.4,7.0,2015:01:16:10:51:44,0,45000
2,113.932035,22.549315,20.8,269.4,7.0,2015:01:16:10:51:44,0,46000
2,113.931861,22.549313,15.8,269.4,7.0,2015:01:16:10:51:44,0,47000
2,113.931717,22.549311,11.7,269.3,7.0,2015:01:16:10:51:44,0,48000
2,113.931573,22.549310,11.4,269.3,7.0,2015:01:16:10:51:44,0,49000
2,113.931429,22.549308,12.8,269.3,7.0,2015:01:16:10:51:44,0,50000
2,113.931231,22.549306,19.7,269.4,7.0,2015:01:16:10:51:44,0,51000
2,113.931010,22.549307,19.7,270.3,7.0,2015:01:16:10:51:44,0,52000
2,113.930834,22.549308,18.1,270.4,7.0,2015:01:16:10:51:44,0,53000
2,113.930659,22.549310,15.3,270.4,7.0,2015:01:16:10:51:44,0,54000
2,113.930483,22.549311,15.8,270.4,7.0,2015:01:16:10:51:44,0,55000
2,113.930279,22.549312,19.7,270.4,7.0,2015:01:16:10:51:44,0,56000
2,113.930074,22.549314,17.2,270.4,7.0,2015:01:16:10:51:44,0,57000
2,113.929898,22.549315,17.8,270.4,7.0,2015:01:16:10:51:44,0,58000
2,113.929752,22.549317,14.2,270.4,7.0,2015:01:16:10:51:44,0,59000
2,113.929547,22.549318,18.6,270.4,7.0,2015:01:16:10:51:44,0,60000
2,113.929348,22.549318,17.2,270.0,7.0,2015:01:16:10:51:44,0,61000
2,113.929150,22.549318,20.8,270.0,15.0,2015:01:16:10:51:44,0,62000
2,113.928953,22.549321,19.4,270.8,15.0,2015:01:16:10:51:44,0,63000
2,113.928800,22.549434,19.4,306.7,15.0,2015:01:16:10:51:44,0,64000
2,113.928823,22.549619,18.1,6.9,15.0,2015:01:16:10:51:44,0,65000
2,113.928839,22.549751,13.9,6.9,15.0,2015:01:16:10:51:44,0,66000
2,113.928858,22.549910,15.8,6.9,15.0,2015:01:16:10:51:44,0,67000
2,113.928872,22.550094,17.2,4.2,15.0,2015:01:16:10:51:44,0,68000
2,113.928830,22.550276,18.6,347.2,15.0,2015:01:16:10:51:44,0,69000
2,113.928789,22.550457,19.7,347.2,15.0,2015:01:16:10:51:44,0,70000
2,113.928771,22.550721,25.6,356.0,15.0,2015:01:16:10:51:44,0,71000
2,113.928764,22.550933,20.0,358.1,15.0,2015:01:16:10:51:44,0,72000
2,113.928757,22.551145,20.6,358.1,15.0,2015:01:16:10:51:44,0,73000
2,113.928751,22.551331,16.4,358.1,15.0,2015:01:16:10:51:44,0,74000
2,113.928745,22.551490,16.4,358.1,15.0,2015:01:16:10:51:44,0,75000
2,113.928740,22.551649,13.6,358.1,15.0,2015:01:16:10:51:44,0,76000
2,113.928734,22.551833,20.3,358.2,15.0,2015:01:16:10:51:44,0,77000
2,113.928728,22.552041,21.9,358.2,15.0,2015:01:16:10:51:44,0,78000
2,113.928722,22.552249,21.1,358.2,15.0,2015:01:16:10:51:44,0,79000
2,113.928716,22.552429,19.7,358.2,15.0,2015:01:16:10:51:44,0,80000
2,113.928711,22.552607,18.3,358.3,15.0,2015:01:16:10:51:44,0,81000
2,113.928707,22.552808,18.3,359.1,15.0,2015:01:16:10:51:44,0,82000
2,113.928704,22.552942,14.2,358.4,15.0,2015:01:16:10:51:44,0,83000
2,113.928698,22.553156,22.5,358.4,15.0,2015:01:16:10:51:44,0,84000
2,113.928692,22.553370,23.3,358.4,15.0,2015:01:16:10:51:44,0,85000
2,113.928686,22.553584,20.8,358.4,15.0,2015:01:16:10:51:44,0,86000
2,113.928681,22.553771,17.5,358.4,15.0,2015:01:16:10:51:44,0,87000
2,113.928677,22.553931,16.4,358.4,15.0,2015:01:16:10:51:44,0,88000
2,113.928672,22.554091,16.4,358.4,15.0,2015:01:16:10:51:44,0,89000
2,113.928667,22.554278,20.6,358.4,15.0,2015:01:16:10:51:44,0,90000
2,113.928664,22.554463,19.2,359.1,15.0,2015:01:16:10:51:44,0,91000
2,113.928662,22.554622,15.6,359.1,15.0,2015:01:16:10:51:44,0,92000
2,113.928660,22.554754,14.2,359.1,15.0,2015:01:16:10:51:44,0,93000
2,113.928658,22.554886,12.8,359.1,15.0,2015:01:16:10:51:44,0,94000
2,113.928649,22.555043,16.7,356.9,15.0,2015:01:16:10:51:44,0,95000
2,113.928657,22.555253,19.4,2.1,15.0,2015:01:16:10:51:44,0,96000
2,113.928660,22.555425,18.1,1.0,15.0,2015:01:16:10:51:44,0,97000
2,113.928678,22.555580,15.3,6.6,5.0,2015:01:16:10:51:44,0,98000
2,113.928699,22.555762,18.3,6.6,5.0,2015:01:16:10:51:44,0,99000
2,113.928720,22.555945,20.3,6.6,5.0,2015:01:16:10:51:44,0,100000
2,113.928743,22.556132,18.9,6.8,5.0,2015:01:16:10:51:44,0,101000
2,113.928765,22.556320,20.0,6.8,5.0,2015:01:16:10:51:44,0,102000
2,113.928785,22.556481,14.7,6.8,5.0,2015:01:16:10:51:44,0,103000
2,113.928804,22.556641,17.5,6.8,5.0,2015:01:16:10:51:44,0,104000
2,113.928830,22.556855,20.3,6.8,5.0,2015:01:16:10:51:44,0,105000
2,113.928849,22.557016,17.5,6.8,5.0,2015:01:16:10:51:44,0,106000
2,113.928871,22.557204,19.7,6.8,5.0,2015:01:16:10:51:44,0,107000
2,113.928891,22.557364,16.9,6.8,5.0,2015:01:16:10:51:44,0,108000
2,113.928907,22.557488,13.9,7.6,5.0,2015:01:16:10:51:44,0,109000
2,113.928926,22.557636,14.4,7.4,5.0,2015:01:16:10:51:44,0,110000
2,113.928942,22.557767,13.1,6.7,5.0,2015:01:16:10:51:44,0,111000
2,113.928960,22.557924,15.8,6.7,5.0,2015:01:16:10:51:44,0,112000
2,113.928978,22.558080,15.3,6.7,5.0,2015:01:16:10:51:44,0,113000
2,113.928993,22.558211,14.7,6.7,5.0,2015:01:16:10:51:44,0,114000
2,113.929012,22.558367,14.7,6.7,5.0,2015:01:16:10:51:44,0,115000
2,113.929030,22.558524,16.7,6.6,5.0,2015:01:16:10:51:44,0,116000
2,113.929048,22.558684,16.7,6.4,5.0,2015:01:16:10:51:44,0,117000
2,113.929063,22.558818,13.9,6.4,5.0,2015:01:16:10:51:44,0,118000
2,113.929081,22.558977,16.7,6.4,5.0,2015:01:16:10:51:44,0,119000
2,113.929102,22.559164,19.7,6.4,5.0,2015:01:16:10:51:44,0,120000
2,113.929120,22.559349,18.6,5.7,5.0,2015:01:16:10:51:44,0,121000
2,113.929130,22.559504,15.8,3.7,5.0,2015:01:16:10:51:44,0,122000
2,113.929141,22.559685,17.2,3.4,5.0,2015:01:16:10:51:44,0,123000
2,113.929151,22.559894,19.7,3.0,5.0,2015:01:16:10:51:44,0,124000
2,113.929159,22.560077,20.0,2.3,5.0,2015:01:16:10:51:44,0,125000
2,113.929165,22.560314,25.0,1.5,5.0,2015:01:16:10:51:44,0,126000
2,113.929161,22.560515,22.2,358.9,5.0,2015:01:16:10:51:44,0,127000
2,113.929155,22.560718,20.0,358.3,5.0,2015:01:16:10:51:44,0,128000
2,113.929151,22.560933,20.6,358.9,5.0,2015:01:16:10:51:44,0,129000
2,113.929148,22.561095,17.5,358.9,5.0,2015:01:16:10:51:44,0,130000
2,113.929145,22.561229,14.7,358.9,5.0,2015:01:16:10:51:44,0,131000
2,113.929142,22.561391,17.5,358.9,5.0,2015:01:16:10:51:44,0,132000
2,113.929139,22.561579,17.2,358.9,5.0,2015:01:16:10:51:44,0,133000
2,113.929135,22.561767,18.6,358.9,5.0,2015:01:16:10:51:44,0,134000
2,113.929132,22.561928,15.8,358.9,5.0,2015:01:16:10:51:44,0,135000
2,113.929129,22.562090,15.8,358.9,8.0,2015:01:16:10:51:44,0,136000
2,113.929126,22.562224,14.4,359.0,8.0,2015:01:16:10:51:44,0,137000
2,113.929124,22.562411,20.6,359.2,8.0,2015:01:16:10:51:44,0,138000
2,113.929122,22.562571,15.3,359.2,8.0,2015:01:16:10:51:44,0,139000
2,113.929119,22.562731,15.3,359.2,8.0,2015:01:16:10:51:44,0,140000
2,113.929116,22.562944,23.6,359.1,8.0,2015:01:16:10:51:44,0,141000
2,113.929111,22.563132,19.4,358.5,8.0,2015:01:16:10:51:44,0,142000
2,113.929106,22.563319,20.3,358.5,8.0,2015:01:16:10:51:44,0,143000
2,113.929101,22.563506,20.0,358.5,8.0,2015:01:16:10:51:44,0,144000
2,113.929095,22.563693,20.0,358.1,8.0,2015:01:16:10:51:44,0,145000
2,113.929131,22.563864,18.9,12.2,8.0,2015:01:16:10:51:44,0,146000
2,113.929266,22.564025,18.9,40.1,8.0,2015:01:16:10:51:44,0,147000
2,113.929416,22.564117,16.7,58.5,8.0,2015:01:16:10:51:44,0,148000
2,113.929642,22.564109,22.2,92.0,8.0,2015:01:16:10:51:44,0,149000
2,113.929867,22.564078,19.4,97.9,8.0,2015:01:16:10:51:44,0,150000
2,113.930091,22.564047,22.2,97.9,8.0,2015:01:16:10:51:44,0,151000
2,113.930288,22.564019,16.7,97.9,8.0,2015:01:16:10:51:44,0,152000
2,113.930486,22.563997,20.3,96.5,8.0,2015:01:16:10:51:44,0,153000
2,113.930657,22.563978,17.5,96.2,8.0,2015:01:16:10:51:44,0,154000
2,113.930814,22.563982,14.7,88.6,8.0,2015:01:16:10:51:44,0,155000
2,113.930963,22.564013,14.7,78.1,8.0,2015:01:16:10:51:44,0,156000
2,113.931085,22.564059,13.3,69.4,8.0,2015:01:16:10:51:44,0,157000
2,113.931235,22.564134,16.1,63.5,8.0,2015:01:16:10:51:44,0,158000
2,113.931360,22.564197,11.9,63.5,8.0,2015:01:16:10:51:44,0,159000
2,113.931485,22.564259,14.4,63.5,8.0,2015:01:16:10:51:44,0,160000
2,113.931635,22.564334,17.2,63.5,8.0,2015:01:16:10:51:44,0,161000
2,113.931786,22.564409,17.2,63.5,8.0,2015:01:16:10:51:44,0,162000
2,113.931937,22.564485,15.3,63.5,8.0,2015:01:16:10:51:44,0,163000
2,113.932063,22.564548,13.9,63.5,8.0,2015:01:16:10:51:44,0,164000
2,113.932215,22.564623,13.9,63.5,8.0,2015:01:16:10:51:44,0,165000
2,113.932335,22.564688,13.6,61.8,8.0,2015:01:16:10:51:44,0,166000
2,113.932480,22.564765,14.7,61.8,8.0,2015:01:16:10:51:44,0,167000
2,113.932600,22.564830,12.2,61.8,8.0,2015:01:16:10:51:44,0,168000
2,113.932751,22.564892,15.0,67.5,8.0,2015:01:16:10:51:44,0,169000
2,113.932931,22.564960,16.4,69.3,8.0,2015:01:16:10:51:44,0,170000
2,113.933092,22.565009,14.7,73.2,8.0,2015:01:16:10:51:44,0,171000
2,113.933307,22.565074,21.9,73.2,8.0,2015:01:16:10:51:44,0,172000
2,113.933472,22.565109,16.4,77.9,8.0,2015:01:16:10:51:44,0,173000
2,113.933631,22.565151,16.4,75.2,8.0,2015:01:16:10:51:44,0,174000
2,113.933791,22.565180,15.0,79.6,8.0,2015:01:16:10:51:44,0,175000
2,113.933966,22.565179,17.8,90.3,8.0,2015:01:16:10:51:44,0,176000
2,113.934170,22.565178,18.3,90.3,8.0,2015:01:16:10:51:44,0,177000
2,113.934345,22.565177,17.8,90.3,10.0,2015:01:16:10:51:44,0,178000
2,113.934550,22.565176,19.2,90.3,10.0,2015:01:16:10:51:44,0,179000
2,113.934754,22.565175,20.3,90.3,10.0,2015:01:16:10:51:44,0,180000
2,113.934929,22.565173,17.5,90.3,10.0,2015:01:16:10:51:44,0,181000
2,113.935133,22.565172,18.9,90.3,10.0,2015:01:16:10:51:44,0,182000
2,113.935279,22.565171,15.3,90.3,10.0,2015:01:16:10:51:44,0,183000
2,113.935454,22.565170,16.1,90.3,10.0,2015:01:16:10:51:44,0,184000
2,113.935659,22.565169,18.1,90.3,10.0,2015:01:16:10:51:44,0,185000
2,113.935834,22.565168,15.6,90.3,10.0,2015:01:16:10:51:44,0,186000
